precinct,category,name,address,neighborhood,phone,website,email,hours,owner,owner_phone,community_friendly,notes
P07,Retail Shop,Eli Tea,5507 North Clark Street,,(773) 961-7111,https://www.eliteabar.com/,chicago@eliteabar.com,Mo-Sa 10:00-21:00; Su 12:00-20:00,,,False,
P07,Retail Shop,JB's Deli,5501 North Clark Street,ANDERSONVILLE,(773) 728-0600,https://jbs-deli.square.site/?location=11eaee02dff1af0db510ac1f6bbba828,,,,,False,
P07,Retail Shop,The Dropped Stitch,1524 West Bryn Mawr Avenue,EDGEWATER,,https://droppedstitch.com/,,We-Su 12:00-18:00,,,False,
P07,Retail Shop,VIOLET HAWTHORNE,5447 N CLARK ST 1ST,ANDERSONVILLE,,,,,,,False,
P07,Retail Shop,Violet Hawthorne,5447 North Clark Street,,,,,,,,False,
P08,Other Business,CABOS TACOS,5901 N SHERIDAN RD  16C,EDGEWATER,,,,,,,False,
P08,Other Business,CASTLE ROCK PROPERTY MANAGEMENT INC.,5801 N SHERIDAN RD 20 20A,EDGEWATER,,,,,,,False,
P08,Other Business,CHICAGO'S DOG HOUSE,5901 N SHERIDAN RD  16C,EDGEWATER,,,,,,,False,
P08,Other Business,EDUCATIONAL ADVANTAGE INC.,5757 N SHERIDAN RD  14H,EDGEWATER,,,,,,,False,
P08,Other Business,ELEUTERIO FERNANDEZ,5801 N SHERIDAN RD  8A,EDGEWATER,,,,,,,False,
P08,Other Business,METRO WINGS,5901 N SHERIDAN RD  16C,EDGEWATER,,,,,,,False,
P09,Beauty/Salon,RIZE BEAUTY LAB LLC,5419 N SHERIDAN RD 1ST 106,EDGEWATER,,,,,,,False,
P09,Other Business,LETTUCE ENTERTAIN YOU,5419 N SHERIDAN RD  GENER,EDGEWATER,,,,,,,False,
P09,Other Business,PARK TOWER CONDOMINIUM ASSOCIATION,5415 N SHERIDAN RD 1ST 107,EDGEWATER,,,,,,,False,
P09,Other Business,SNOWIE,5419 N SHERIDAN RD,EDGEWATER,,,,,,,False,
P09,Other Business,SNOWIE,5419 N SHERIDAN RD 1ST 103A,EDGEWATER,,,,,,,False,
P09,Other Business,STONE DOZEN,5419 N SHERIDAN RD  116,EDGEWATER,,,,,,,False,
P09,Other Business,TOWER HOME CLEANING LLC,5415 N SHERIDAN RD  3105,EDGEWATER,,,,,,,False,
P10,Bar/Nightlife,ANDERSONVILLE WINE & SPIRITS,5201 N CLARK ST,ANDERSONVILLE,,,,,,,False,
P10,Bar/Nightlife,ATMOSPHERE,5355 N CLARK ST 1ST,ANDERSONVILLE,,https://atmospherebar.com,,,,,False,
P10,Bar/Nightlife,Atmosphere,5355 North Clark Street,,,https://atmospherebar.com,,,,,False,
P10,Bar/Nightlife,CESCAS MARGARITA BAR & GRILL,5403 N CLARK ST 1ST,ANDERSONVILLE,,,,,,,False,
P10,Beauty/Salon,DYE SALON,1481 W BALMORAL AVE 1ST,ANDERSONVILLE,,,,,,,False,
P10,Beauty/Salon,NAIL PALETTE AT ANDERSONVILLE INC.,5205 N CLARK ST,ANDERSONVILLE,,,,"Mo,We-Sa 10:00-19:00; Su 10:00-18:30",,,False,
P10,Beauty/Salon,Nail Palette,5205 North Clark Street,ANDERSONVILLE,,,,"Mo,We-Sa 10:00-19:00; Su 10:00-18:30",,,False,
P10,Beauty/Salon,SALON 10,5245 N CLARK ST,ANDERSONVILLE,,,,,,,False,
P10,Beauty/Salon,STYLES,5335 N CLARK ST,ANDERSONVILLE,,,,,,,False,
P10,Beauty/Salon,Styles Hair Salon,5335 North Clark Street,ANDERSONVILLE,,,,,,,False,
P10,Cafe,COLECTIVO COFFEE,5423-5427 N CLARK ST,ANDERSONVILLE,(312) 579-0233,https://colectivo.com/pages/andersonville,info@colectivocoffee.com,06:30-18:00,,,False,
P10,Cafe,Colectivo Coffee,"Chicago, IL 60660",,(312) 579-0233,https://colectivo.com/pages/andersonville,info@colectivocoffee.com,06:30-18:00,,,False,
P10,Cafe,Forever Yogurt,5309 North Clark Street,ANDERSONVILLE,,,,"Mo-Th 10:00-22:00; Fr,Sa 10:00-23:00; Su 11:00-22:00",,,False,
P10,Cafe,Kanela Breakfast Club,5413 North Clark Street,,(773) 594-2874,http://www.kanelabreakfastclub.com/,,Mo-Su 07:00-15:00,,,False,
P10,Cafe,Kopi Cafe,1553 North Clark Street,,(773) 989-5674,https://www.kopicafechicago.com/,,Su-Tr 10:00-19:00; Fr-Sa 10:00-20:00,,,False,
P10,Cannabis Shop,CBD KRATOM,5303 N CLARK ST 1,ANDERSONVILLE,,,,,,,False,
P10,Cannabis Shop,CBD Kratom,5303 North Clark Street,,,,,,,,False,
P10,Cinema,Chicago Filmmakers,5243 North Clark Street,,(773) 293-0575,https://chicagofilmmakers.org/,,,,,False,
P10,Dental Office,1st Family Dental Andersonville,5333 North Clark Street,,,,,,,,False,
P10,Dental Office,Dentologie,5255 North Clark Street,,(312) 846-6752,https://dentologie.com/our-locations/chicago/andersonville,,Mo-Th 08:00-20:00; Fr 08:00-15:00,,,False,
P10,Entertainment,SWEDISH AMERICAN MUSEUM,5211 N CLARK ST 1ST,ANDERSONVILLE,,,,,,,False,
P10,Grocery/Food Retail,Defloured,1477 West Balmoral Avenue,,(773) 234-5733,http://deflouredbakery.com/,,"Tu-Fr 11:00-19:00; Sa,Su 09:00-17:00",,,False,
P10,Grocery/Food Retail,NEW TOWN FOOD MART,5357 N CLARK ST GROUND,ANDERSONVILLE,,,,,,,False,
P10,Grocery/Food Retail,PRIDE FOOD MART,5357 N CLARK ST 1ST,ANDERSONVILLE,,,,,,,False,
P10,Laundromat/Dry Cleaner,PINE CLEANERS & MORE INC.,5337 N CLARK ST 1 1,ANDERSONVILLE,,,,,,,False,
P10,Office,Andersonville Insurance,5411 North Clark Street,,,,,,,,False,
P10,Office,Casa Cuba Midwest,5409 North Clark Street,,,,,,,,False,
P10,Other Business,AAA TARGETED WRITING AND COACHING SERVICES,5415 N CLARK ST,ANDERSONVILLE,,,,,,,False,
P10,Other Business,Beau Lou Designs,5247 N CLARK ST 1ST N/A,ANDERSONVILLE,,,,,,,False,
P10,Other Business,CASSONA 1509 INC,5241 N CLARK ST,ANDERSONVILLE,,,,,,,False,
P10,Other Business,CENTRO HISPANO BUSINESS CENTER CORP,5409 N CLARK ST 1ST,ANDERSONVILLE,,,,,,,False,
P10,Other Business,DAY-OLD GAY LLC,1433 W BALMORAL AVE  1N,ANDERSONVILLE,,,,,,,False,
P10,Other Business,Dinuhos Arts,5324 N GLENWOOD AVE 1,ANDERSONVILLE,,,,,,,False,
P10,Other Business,"ENJOY, AN URBAN GENERAL STORE",5307 N CLARK ST 1,ANDERSONVILLE,,,,,,,False,
P10,Other Business,FLOWERCHILD,1479 W BALMORAL AVE,ANDERSONVILLE,,,,,,,False,
P10,Other Business,ILOILO CUSTOM FRAMING INC,1478 W BERWYN AVE 1ST,ANDERSONVILLE,,,,,,,False,
P10,Other Business,JAIME LOWRY HAAS,5315 N CLARK ST 3RD 3N,ANDERSONVILLE,,,,,,,False,
P10,Other Business,Kathleen Gregory Consulting LLC,5416 N GLENWOOD AVE 3,ANDERSONVILLE,,,,,,,False,
P10,Other Business,LISA FLEIGE,5306 N GLENWOOD AVE 3RD 3,ANDERSONVILLE,,,,,,,False,
P10,Other Business,MENA TOURS & TRAVEL,5209 N CLARK ST 2ND 2,ANDERSONVILLE,,,,,,,False,
P10,Other Business,SUBMARINE PAPER COMPANY LLC,5404 N GLENWOOD AVE 2ND 2S,ANDERSONVILLE,,,,,,,False,
P10,Other Business,"SWAIM PARTNERSHIP STRATEGY & MEASUREMENT (SPSM), LLC",1403 W RASCHER AVE 2ND 2,ANDERSONVILLE,,,,,,,False,
P10,Other Business,Scout Chicago by Salvage Haus,5221 N CLARK ST 1,ANDERSONVILLE,,,,,,,False,
P10,Other Business,THE MEN'S GROOMING PARLOR,5219 N CLARK ST 2 2,ANDERSONVILLE,,,,,,,False,
P10,Other Business,THE UPS STORE NO.  3496,5315 N CLARK ST 1ST,ANDERSONVILLE,,,,,,,False,
P10,Other Business,WARBY PARKER,5219 N CLARK ST,ANDERSONVILLE,,,,,,,False,
P10,Other Business,WILLIAM DONOVAN,5248 N GLENWOOD AVE  SIDE ENTRY,ANDERSONVILLE,,,,,,,False,
P10,Restaurant,A TASTE OF HEAVEN,5401 N CLARK ST,ANDERSONVILLE,(773) 989-0151,https://www.atohchicago.com/,,,,,False,
P10,Restaurant,Andie's,5253 North Clark Street,,,,,,,,False,
P10,Restaurant,Big Jones,5347 North Clark Street,ANDERSONVILLE,(773) 275-5725,https://bigjoneschicago.com,,,,,False,
P10,Restaurant,Calo Ristorante,5343 North Clark Street,,(773) 271-7782,https://calorestaurant.com,,"Mo-Th 11:00-23:00; Fr,Sa 11:00-00:00; Su 14:00-22:00",,,False,
P10,Restaurant,DEFLOURED,1477 W BALMORAL AVE 1ST,ANDERSONVILLE,(773) 234-5733,http://deflouredbakery.com/,,"Tu-Fr 11:00-19:00; Sa,Su 09:00-17:00",,,False,
P10,Restaurant,DEVIL DAWGS ANDERSONVILLE,5257 N CLARK ST 1ST AND BASEMENT,ANDERSONVILLE,,,,,,,False,
P10,Restaurant,Devil Dawgs,5259 North Clark Street,,(312) 500-1769,https://www.devildawgs.com/location/andersonville/,,10:00-22:00,,,False,
P10,Restaurant,Fiya,5419 North Clark Street,,,,,,,,False,
P10,Restaurant,GREAT LAKE,1476 W BERWYN AVE,ANDERSONVILLE,(773) 564-9533,https://norcrossandscott.com,,,,,False,
P10,Restaurant,Jin Ju,5203 North Clark Street,,,,,"Tu-We,Sa-Su 17:00-21:00; Th-Fr 17:00-22:00",,,False,
P10,Restaurant,O & E FOREVER INC.,5309 N CLARK ST,ANDERSONVILLE,,,,,,,False,
P10,Restaurant,SWEDISH AMERICAN MUSEUM ASSOCIATION OF CHICAGO,5211-5217 N CLARK ST 1,ANDERSONVILLE,,,,,,,False,
P10,Restaurant,TACO BELL CATINA,5245 N CLARK ST,ANDERSONVILLE,,,,,,,False,
P10,Restaurant,Vincent,1479 W BALMORAL AVE 1,ANDERSONVILLE,,,,,,,False,
P10,Restaurant/Bar,ANDIES RESTAURANT,5253 N CLARK ST,ANDERSONVILLE,,,,,,,False,
P10,Restaurant/Bar,"Calo Lounge, Inc.",5341-5343 N CLARK ST 1,ANDERSONVILLE,,,,,,,False,
P10,Restaurant/Bar,Fiya Restaurant,5419 N CLARK ST 1,ANDERSONVILLE,,,,,,,False,
P10,Restaurant/Bar,JIN JU,5203 N CLARK ST 1ST,ANDERSONVILLE,,,,"Tu-We,Sa-Su 17:00-21:00; Th-Fr 17:00-22:00",,,False,
P10,Restaurant/Bar,"KANELA ""BREAKFAST CLUB""",5413 N CLARK ST 1,ANDERSONVILLE,(773) 594-2874,http://www.kanelabreakfastclub.com/,,Mo-Su 07:00-15:00,,,False,
P10,Restaurant/Bar,"KOPI, A TRAVELER'S CAFE",5317 N CLARK ST # 1ST,ANDERSONVILLE,,,,,,,False,
P10,Restaurant/Bar,VINCENT,1475 W BALMORAL AVE 1,ANDERSONVILLE,,,,,,,False,
P10,Retail Shop,ANDERSONVILLE GALLERIA,5247 N CLARK ST 1ST&2ND,ANDERSONVILLE,,,,Mo-Sa 11:00-19:00; Su 11:00-18:00,,,False,
P10,Retail Shop,Alamo Shoes,5321 North Clark Street,ANDERSONVILLE,,,,Mo-Fr 09:00-18:00; Sa 09:00-18:00; Su 10:00-17:00,,,False,
P10,Retail Shop,Andersonville Antiques,5245 North Clark Street,,,,,Mo-Sa 11:00-19:00; Su 11:00-18:00,,,False,
P10,Retail Shop,Andersonville Galleria,5247 North Clark Street,,,,,Mo-Sa 11:00-19:00; Su 11:00-18:00,,,False,
P10,Retail Shop,Big City Optical,5301 North Clark Street,ANDERSONVILLE,,https://bigcityoptical.com,,,,,False,
P10,Retail Shop,Black Angel Companies,5247 North Clark Street,,,,,Mo-Sa 11:00-19:00; Su 11:00-18:00,,,False,
P10,Retail Shop,CHICATOLIA ARTISAN COLLECTIVE,5209 N CLARK ST 1ST,ANDERSONVILLE,(312) 608-7227,,,Mo-Sa 10:00-19:00; Su 10:00-18:00,,,False,
P10,Retail Shop,Cassona,5241 North Clark Street,ANDERSONVILLE,,,,Mo-Sa 11:00-19:00; Su 11:00-17:00,,,False,
P10,Retail Shop,Chicatolia Artisan Collective,5209 North Clark Street,,(312) 608-7227,,,Mo-Sa 10:00-19:00; Su 10:00-18:00,,,False,
P10,Retail Shop,Cowboys and Astronauts,1476-1478 W SUMMERDALE AVE,ANDERSONVILLE,,https://cowboysandastronauts.com,,,,,False,
P10,Retail Shop,Cowboys and Astronauts,1478 West Summerdale Avenue,,,https://cowboysandastronauts.com,,,,,False,
P10,Retail Shop,Enjoy Andersonville,5307 North Clark Street,,,,,Mo-Sa 10:00-19:00; Su 10:00-18:00,,,False,
P10,Retail Shop,Five Elements Home,5239 N CLARK ST 1,ANDERSONVILLE,(773) 293-6872,https://www.fiveelementshome.com,,,,,False,
P10,Retail Shop,Five Elements Home,5239 North Clark Street,,(773) 293-6872,https://www.fiveelementshome.com,,,,,False,
P10,Retail Shop,GL Home Decor,5225 North Clark Street,ANDERSONVILLE,,https://glhomedecor.com/,,,,,False,
P10,Retail Shop,Iloilo Custom Framing,1478 West Berwyn Avenue,,,,,Tu-Fr 11:00-19:00; Sa 11:00-17:00; Su 11:00-16:00,,,False,
P10,Retail Shop,Kriser's Natural Pet,5353 North Clark Street,,,,,Mo-Sa 10:00-19:00; Su 10:00-18:00,,,False,
P10,Retail Shop,MERCANTILE M,5409 1/2 N CLARK ST 1ST,ANDERSONVILLE,,,,,,,False,
P10,Retail Shop,Mercantile M,5409 1/2 North Clark Street,,,,,,,,False,
P10,Retail Shop,Norcross + Scott,1476 West Berwyn Avenue,ANDERSONVILLE,(773) 564-9533,https://norcrossandscott.com,,,,,False,
P10,Retail Shop,"PAPER AND PENCIL, LLC",1480 W BERWYN AVE,ANDERSONVILLE,,,,Mo-Sa 11:00-18:00; Su 11:00-17:00,,,False,
P10,Retail Shop,Paper and Pencil,1480 West Berwyn Avenue,ANDERSONVILLE,,,,Mo-Sa 11:00-18:00; Su 11:00-17:00,,,False,
P10,Retail Shop,Play,5311 North Clark Street,ANDERSONVILLE,,https://playtoysandbooks.com,,,,,False,
P10,Retail Shop,RATTLEBACK RECORDS LLC,5405 N CLARK ST,ANDERSONVILLE,(773) 944-0188,https://rattlebackrecords.com/,,Mo-Sa 11:00-19:00; Su 11:00-17:00,,,False,
P10,Retail Shop,RAYGUN,"5207 N CLARK ST 1,2",ANDERSONVILLE,(773) 654-3157,https://raygunsite.com,,Mo-Su 10:00-18:00,,,False,
P10,Retail Shop,Rattleback Records,5405 North Clark Street,ANDERSONVILLE,(773) 944-0188,https://rattlebackrecords.com/,,Mo-Sa 11:00-19:00; Su 11:00-17:00,,,False,
P10,Retail Shop,Raygun,5303 North Clark Street,,(773) 654-3157,https://raygunsite.com,,Mo-Su 10:00-18:00,,,False,
P10,Retail Shop,Sandbox Baby Boutique,5349 N CLARK ST 1,ANDERSONVILLE,(773) 717-6823,,,Tu-Sa 11:00-17:00,,,False,
P10,Retail Shop,Sandbox Baby Boutique,5349 North Clark Street,,(773) 717-6823,,,Tu-Sa 11:00-17:00,,,False,
P10,Retail Shop,Scout,5221 North Clark Street,,(773) 275-5700,,,,,,False,
P10,Retail Shop,WOMEN & CHILDREN FIRST,5233 N CLARK ST  2,ANDERSONVILLE,(773) 769-9299,https://www.womenandchildrenfirst.com,,Tu-Su 11:00-18:00; Mo 00:00-18:00,,,False,
P10,Retail Shop,Women & Children First,5233 North Clark Street,,(773) 769-9299,https://www.womenandchildrenfirst.com,,Tu-Su 11:00-18:00; Mo 00:00-18:00,,,False,
P10,Tobacco/Vape Shop,"SMOKES ON CLARK, INC.",5243 N CLARK ST GROUND,ANDERSONVILLE,,,,,,,False,
P11,Other Business,AMELIA HERMAN ART LLC,5527 N GLENWOOD AVE 3 3,ANDERSONVILLE,,,,,,,False,
P11,Other Business,"AREGONI INTERNATIONAL, LLC",5334 N WAYNE AVE,ANDERSONVILLE,,,,,,,False,
P11,Other Business,HYBRIDESIGN LLC,5447 N WAYNE AVE 1,ANDERSONVILLE,,,,,,,False,
P11,Other Business,M Pink Design LLC,5514 N WAYNE AVE,ANDERSONVILLE,,,,,,,False,
P11,Other Business,MAC DYNAMITE,5513 N GLENWOOD AVE 2ND 2,ANDERSONVILLE,,,,,,,False,
P11,Other Business,SARAH HALEY,5211 N GLENWOOD AVE 2 R,ANDERSONVILLE,,,,,,,False,
P11,Other Business,"Western DC Computers, Inc.",5307 N WAYNE AVE BASEMENT,ANDERSONVILLE,,,,,,,False,
P12,Bar/Nightlife,CIRCLE K,1004 W FOSTER AVE 1,EDGEWATER,,https://www.circlek.com/store-locator/US/chicago/1004-w-foster-ave/4706909&lat=41.972928315124015&lng=-87.65276727595561&lang=en,,,,,False,
P12,Bar/Nightlife,OSCO DRUG STORE #3443,5345 N BROADWAY,EDGEWATER,,,,,,,False,
P12,Beauty/Salon,RIGHT NAIL SALON LLC,5244 N SHERIDAN RD,EDGEWATER,,,,,,,False,
P12,Cultural/Tourism,Edgewater Mélange,"Chicago, IL 60660",,,https://www.transitchicago.com/art/berwyn/,,,,,False,
P12,Cultural/Tourism,Roots with Diversity,"Chicago, IL 60660",,,https://www.transitchicago.com/art/berwyn/,,,,,False,
P12,Grocery/Food Retail,AFC Sushi @ Jewel Osco #3443,5343 N BROADWAY  1,EDGEWATER,,,,,,,False,
P12,Grocery/Food Retail,Circle K,1004 West Foster Avenue,,,https://www.circlek.com/store-locator/US/chicago/1004-w-foster-ave/4706909&lat=41.972928315124015&lng=-87.65276727595561&lang=en,,,,,False,
P12,Grocery/Food Retail,JEWEL FOOD STORE #3443,5343 N BROADWAY  1ST #,EDGEWATER,,,,,,,False,
P12,Grocery/Food Retail,Jewel-Osco,5343 North Broadway,,(773) 784-1922,https://local.jewelosco.com/il/chicago/5343-n-broadway.html,,06:00-00:00,,,False,
P12,Healthcare/Medical,LAKESHORE MEDICAL BILLING COMPANY,5242 N SHERIDAN RD,EDGEWATER,,,,,,,False,
P12,Other Business,BURLINGTON #1481,5227 N BROADWAY ST,EDGEWATER,,,,,,,False,
P12,Other Business,DAVID VAN WINKLE,1058 W FOSTER AVE  2,EDGEWATER,,,,,,,False,
P12,Other Business,GENEVIEVE ALEXANDRA HENNACY,5326 N WINTHROP AVE 4TH 402,EDGEWATER,,,,,,,False,
P12,Other Business,HORVER LLC,5228 N SHERIDAN RD 2ND 210,EDGEWATER,,,,,,,False,
P12,Other Business,JUSTIN MARTIN BIRNBAUM,5352 N KENMORE AVE,EDGEWATER,,,,,,,False,
P12,Other Business,KELLY D MACEO,5326 N WINTHROP AVE  310,EDGEWATER,,,,,,,False,
P12,Other Business,LAKESHORE HOME PHYSICIANS,5232 N SHERIDAN RD 1,EDGEWATER,,,,,,,False,
P12,Other Business,Peacock Voices LLC,5320 N KENMORE AVE  UNIT M,EDGEWATER,,,,,,,False,
P12,Other Business,TMI STRATEGY,5230 N KENMORE AVE  4B,EDGEWATER,,,,,,,False,
P12,Pharmacy,CVS Pharmacy,5205 North Broadway,,,https://www.cvs.com/store-locator/chicago-il-pharmacies/5205-n-broadway-st-chicago-il-60640/storeid=1493,,Sa 09:00-18:00; Su 10:00-18:00; Mo-Fr 08:00-18:00,,,False,
P12,Restaurant,CVS/PHARMACY #1493,5205 N BROADWAY  1,EDGEWATER,,,,,,,False,
P12,Restaurant,Hangry Joe's Hot Chicken,5357 N BROADWAY    UNIT A,EDGEWATER,,,,,,,False,
P12,Restaurant,Hot Pot,5353 North Broadway,,,,,,,,False,
P12,Restaurant,La Mom Kitchen,5357A North Broadway,,(773) 293-7482,,,"Mo-Su 11:30-21:00, 11:30-22:00, 12:00-22:00",,,False,
P12,Restaurant,NAFI LLC DBA PAPA JOHN'S PIZZA CHICAGO,5359 N BROADWAY    SUITE B,EDGEWATER,,,,,,,False,
P12,Restaurant,Papa John's,5359 North Broadway,,(773) 561-7272,https://locations.papajohns.com/united-states/il/60640/chicago/5359-n-broadway,,Mo-Th 10:00-23:30; Fr-Sa 10:00-24:00; Su 10:00-23:30,,,False,
P12,Retail Shop,Burlington,5227 North Broadway,,,https://stores.burlington.com/il/chicago/1481/,,,,,False,
P13,Other Business,G.HUIS CONSULTING LLC,6157 N SHERIDAN RD 24TH 24K,EDGEWATER,,,,,,,False,
P13,Other Business,GOMELOS BURGERS,6171 N SHERIDAN RD  811,EDGEWATER,,,,,,,False,
P13,Other Business,JILLICIOUS DISHES,6145 N SHERIDAN RD  30D,EDGEWATER,,,,,,,False,
P13,Other Business,"PLUS BOOKKEEPING SERVICES, INC.",6171 N SHERIDAN RD 20TH 2005,EDGEWATER,,,,,,,False,
P13,Other Business,TERRYANN BANANA PUDDING TM.,6171 N SHERIDAN RD 10 1003,EDGEWATER,,,,,,,False,
P14,Other Business,ALAN JOSEPH PRODUCTIONS LLC,5320 N SHERIDAN RD  2509,EDGEWATER,,,,,,,False,
P14,Other Business,PAVASARIS CONSULTING LLC,5320 N SHERIDAN RD 19TH 1907,EDGEWATER,,,,,,,False,
P14,Other Business,Shane's Sweet & Savory,5430 N SHERIDAN RD 5 507,EDGEWATER,,,,,,,False,
P15,Auto Services,T & H AUTO SERVICE INC,5743 N BROADWAY   1,EDGEWATER,,,,,,,False,
P15,Doctor Office,Planned Parenthood,5725 North Broadway,,,https://www.plannedparenthood.org/health-center/illinois/chicago/60660/rogers-park-health-center-2266-90430,,,,,False,
P15,Financial,Chase,5715 North Broadway,,(773) 989-8328,https://locator.chase.com/il/chicago/5715-n-broadway-st,,Mo-Fr 09:00-17:00; Sa 09:00-14:00; Su closed,,,False,
P15,Gas Station,Shell,5701 North Broadway,,,https://find.shell.com/us/fuel/10008875-5701-n-broadway-st/en_US,,,,,False,
P15,Grocery/Food Retail,Hollywood Deli,5700 North Sheridan Road,,(773) 944-0865,,,Mo-Fr 07:00-22:00; Sa 08:00-22:00; Su 09:00-21:00,,,False,
P15,Grocery/Food Retail,Shell,"Chicago, IL 60660",,,,,,,,False,
P15,Other Business,DESIGNS & POEMS BY IN-WONDER & DANG-LING WEB,5700 N SHERIDAN RD 10TH 1005,EDGEWATER,,,,,,,False,
P15,Other Business,EMILIO O. ACERO,5750 N KENMORE AVE 3RD 314,EDGEWATER,,,,,,,False,
P15,Restaurant,DOLLAR GENERAL STORE # 19102,5725 N BROADWAY  1,EDGEWATER,,,,,,,False,
P15,Restaurant,HOLLYWOOD BROADWAY SHELL,5701 N BROADWAY   1,EDGEWATER,,,,,,,False,
P15,Restaurant,HOLLYWOOD DELI,5700 N SHERIDAN RD 1ST,EDGEWATER,(773) 944-0865,,,Mo-Fr 07:00-22:00; Sa 08:00-22:00; Su 09:00-21:00,,,False,
P15,Restaurant,SFERA SICILIAN STREET FOOD,5757-5759 N BROADWAY,EDGEWATER,(773) 739-9128,https://www.sferachicago.com/,info@sferachicago.com,"Su-Th 10:00-19:00; Fr,Sa 10:00-20:00",,,False,
P15,Restaurant,Sfera Sicilian Street Food,5759 North Broadway,,(773) 739-9128,https://www.sferachicago.com/,info@sferachicago.com,"Su-Th 10:00-19:00; Fr,Sa 10:00-20:00",,,False,
P15,Retail Shop,Dollar General,5725 North Broadway,,,https://www.dollargeneral.com/store-directory/il/chicago/19102,,,,,False,
P15,Retail Shop,Public Storage,5733 North Broadway,,,,,,,,False,
P16,Bar/Nightlife,CASTLE FOOD & LIQUOR,1128 W THORNDALE AVE 1,EDGEWATER,(773) 769-1234,https://castle-food-liquor.edan.io/,,,,,False,
P16,Bar/Nightlife,INDEPENDENT SPIRITS INC.,5947-5949 N BROADWAY,EDGEWATER,,,,,,,False,
P16,Bar/Nightlife,WHOLE FOODS MARKET,6009 N BROADWAY,EDGEWATER,,,,,,,False,
P16,Cultural/Tourism,Thrive,"Chicago, IL 60660",,,https://www.transitchicago.com/art/thorndale/,,,,,False,
P16,Grocery/Food Retail,Castle Food & Liquor,1128 West Thorndale Avenue,,(773) 769-1234,https://castle-food-liquor.edan.io/,,,,,False,
P16,Grocery/Food Retail,Whole Foods Market,6009 Wholefood,,(773) 506-7600,https://www.wholefoodsmarket.com/stores/chicagoedgewater,,Mo-Su 08:00-22:00,,,False,
P16,Gym/Fitness,Trapeze School New York - indoor location,5917 North Broadway,,(773) 484-8861,https://chicago.trapezeschool.com/,,,,,False,
P16,Laundromat/Dry Cleaner,THORNDALE CLEANERS,1112 W THORNDALE AVE,EDGEWATER,(773) 334-0512,,,,,,False,
P16,Liquor Store,Independent Wine & Spirits,5947 North Broadway,,,https://shop.independentspiritsinc.com/,,,,,False,
P16,Other Business,ARINA STARTSEVA,6000 N WINTHROP AVE  203,EDGEWATER,,,,,,,False,
P16,Other Business,ARMEN JEWELRY,1142 W THORNDALE AVE 1ST F 1,EDGEWATER,,,,,,,False,
P16,Other Business,Anastasia Bodea,6000 N WINTHROP AVE 1 102,EDGEWATER,,,,,,,False,
P16,Other Business,EXPLODING ROCKS LLC,6026 N WINTHROP AVE 3RD 3F,EDGEWATER,,,,,,,False,
P16,Other Business,FATIMAH BALANI,5821 N BROADWAY   2001,EDGEWATER,,,,,,,False,
P16,Other Business,GABRIEL M. STIGLICH,5861 N WINTHROP AVE  1S,EDGEWATER,,,,,,,False,
P16,Other Business,VIET HOA,5845 N BROADWAY   1ST,EDGEWATER,,,,,,,False,
P16,Other Business,WASH U LAUNDRY CHICAGO,1123 W THORNDALE AVE,EDGEWATER,,,,,,,False,
P16,Pet Services/Vet,Bark Bark Club Pet Services,5943 N BROADWAY  1 1,EDGEWATER,,,,,,,False,
P16,Restaurant,CHINA PALACE,1129 W THORNDALE AVE 1,EDGEWATER,,,,,,,False,
P16,Restaurant,Indie Cafe   Sushi + Thai,5951 North Broadway,,(773) 561-5577,https://indiesushinewasian.com/,,,,,False,
P16,Restaurant,KOHOKU-KU RAMEN,1136 West Thorndale Avenue,EDGEWATER,(773) 654-3342,https://www.kohoku-kuramen.com/,kohokuchicago@gmail.com,Mo-Th 11:30-21:30; Fr-Sa 11:30-22:00; Su 11:30-21:30,,,False,
P16,Restaurant,KOHOKU-KU RAMEN CHICAGO,1136 W THORNDALE AVE,EDGEWATER,(773) 654-3342,https://www.kohoku-kuramen.com/,kohokuchicago@gmail.com,Mo-Th 11:30-21:30; Fr-Sa 11:30-22:00; Su 11:30-21:30,,,False,
P16,Restaurant,Little Corner Restaurant,"Chicago, IL 60660",,,,,"Mo-Fr 07:00-15:00; Sa,Su 07:00-16:00",,,False,
P16,Restaurant,Regalia Bar & Restaurant,5959 North Broadway,,(773) 897-9165,https://www.regalia5959.com/,,Sa-We 17:00-22:00; Th-Fr 17:00-23:00,,,False,
P16,Restaurant,THE LITTLE CORNER SNACK SHOP,5937 N BROADWAY,EDGEWATER,,,,,,,False,
P16,Restaurant,Zenwich Edgewater,1124 W THORNDALE AVE,EDGEWATER,(773) 961-7076,https://www.zenwich.com/,zenwich@gmail.com,,,,False,
P16,Restaurant/Bar,INDIE CAFE,5951-5953 N BROADWAY  1ST,EDGEWATER,,,,,,,False,
P16,Restaurant/Bar,REGALIA,5959 N BROADWAY,EDGEWATER,(773) 897-9165,https://www.regalia5959.com/,,Sa-We 17:00-22:00; Th-Fr 17:00-23:00,,,False,
P16,Retail Shop,"Andy’s Art, Antiques & Oddities",1138 West Thorndale Avenue,,(773) 654-3975,https://andysartantiquesandoddities.square.site/,,,,,False,
P16,Retail Shop,Armen's Jewelry,1142 West Thorndale Avenue,,(773) 344-0177,,,,,,False,
P16,Retail Shop,Bark Bark Club,5943 North Broadway,,(773) 989-8807,https://www.barkbarkclub.com/,,,,,False,
